0.00.283.122 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.284.713 I srv    load_model: loading model '$HOME/models/dgx_bundle/qwen-nvfp4-gguf/q36-35b-a3b-nvfp4.gguf'
0.10.164.554 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 131072, kv_unified = 'true'
0.10.525.250 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.10.525.286 I srv  llama_server: model loaded
0.10.525.289 I srv  llama_server: listening on http://127.0.0.1:8890
0.20.067.281 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
1.54.440.831 I slot print_timing: id  2 | task 1856 | draft acceptance = 0.97143 (  102 accepted /   105 generated), mean len =  5.64
1.54.440.880 I slot      release: id  2 | task 1856 | stop processing: n_tokens = 193, truncated = 0
1.54.468.099 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.103 (> 0.100 thold), f_keep = 0.036
1.54.499.042 I slot launch_slot_: id  2 | task 1886 | processing task, is_child = 0
1.55.500.464 I slot print_timing: id  2 | task 1886 | prompt eval time =     170.98 ms /    68 tokens (    2.51 ms per token,   397.71 tokens per second)
1.55.500.471 I slot print_timing: id  2 | task 1886 |        eval time =     829.99 ms /    81 tokens (   10.25 ms per token,    97.59 tokens per second)
1.55.500.472 I slot print_timing: id  2 | task 1886 |       total time =    1000.97 ms /   149 tokens
1.55.500.473 I slot print_timing: id  2 | task 1886 |    graphs reused =        595
1.55.500.485 I slot print_timing: id  2 | task 1886 | draft acceptance = 0.91667 (   66 accepted /    72 generated), mean len =  5.40
1.55.500.547 I slot      release: id  2 | task 1886 | stop processing: n_tokens = 150, truncated = 0
1.55.526.522 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 162740336218
1.55.526.612 I slot launch_slot_: id  1 | task 1905 | processing task, is_child = 0
1.57.457.368 I slot print_timing: id  1 | task 1905 | prompt eval time =     226.85 ms /    75 tokens (    3.02 ms per token,   330.62 tokens per second)
1.57.457.377 I slot print_timing: id  1 | task 1905 |        eval time =    1660.62 ms /   153 tokens (   10.85 ms per token,    92.13 tokens per second)
1.57.457.378 I slot print_timing: id  1 | task 1905 |       total time =    1887.47 ms /   228 tokens
1.57.457.379 I slot print_timing: id  1 | task 1905 |    graphs reused =        604
1.57.457.391 I slot print_timing: id  1 | task 1905 | draft acceptance = 0.94656 (  124 accepted /   131 generated), mean len =  4.88
1.57.457.446 I slot      release: id  1 | task 1905 | stop processing: n_tokens = 231, truncated = 0
1.57.485.741 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 162741733969
1.57.485.834 I slot launch_slot_: id  0 | task 1940 | processing task, is_child = 0
2.00.754.135 I slot print_timing: id  0 | task 1940 | n_decoded =    264, tg =  86.71 t/s, tg_3s =  86.71 t/s
2.03.939.917 I slot print_timing: id  0 | task 1940 | n_decoded =    577, tg =  92.61 t/s, tg_3s =  98.25 t/s
2.06.951.611 I slot print_timing: id  0 | task 1940 | n_decoded =    849, tg =  91.86 t/s, tg_3s =  90.31 t/s
2.08.032.682 I slot print_timing: id  0 | task 1940 | prompt eval time =     181.25 ms /    88 tokens (    2.06 ms per token,   485.52 tokens per second)
2.08.032.690 I slot print_timing: id  0 | task 1940 |        eval time =   10323.16 ms /   926 tokens (   11.15 ms per token,    89.70 tokens per second)
2.08.032.690 I slot print_timing: id  0 | task 1940 |       total time =   10504.40 ms /  1014 tokens
2.08.032.692 I slot print_timing: id  0 | task 1940 |    graphs reused =        661
2.08.032.705 I slot print_timing: id  0 | task 1940 | draft acceptance = 0.79010 (  734 accepted /   929 generated), mean len =  5.53
2.08.032.764 I slot      release: id  0 | task 1940 | stop processing: n_tokens = 1016, truncated = 0
2.08.042.966 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 162747294552
2.08.043.065 I slot launch_slot_: id  3 | task 2144 | processing task, is_child = 0
2.11.297.095 I slot print_timing: id  3 | task 2144 | n_decoded =    254, tg =  84.17 t/s, tg_3s =  84.17 t/s
2.12.168.167 I slot print_timing: id  3 | task 2144 | prompt eval time =     189.52 ms /    88 tokens (    2.15 ms per token,   464.32 tokens per second)
2.12.168.173 I slot print_timing: id  3 | task 2144 |        eval time =    3888.83 ms /   329 tokens (   11.82 ms per token,    84.60 tokens per second)
2.12.168.173 I slot print_timing: id  3 | task 2144 |       total time =    4078.35 ms /   417 tokens
2.12.168.175 I slot print_timing: id  3 | task 2144 |    graphs reused =        676
2.12.168.188 I slot print_timing: id  3 | task 2144 | draft acceptance = 0.95833 (  253 accepted /   264 generated), mean len =  4.89
2.12.168.247 I slot      release: id  3 | task 2144 | stop processing: n_tokens = 418, truncated = 0
2.12.184.790 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 162749941490
2.12.184.859 I slot launch_slot_: id  2 | task 2224 | processing task, is_child = 0
2.15.427.948 I slot print_timing: id  2 | task 2224 | n_decoded =    221, tg =  73.21 t/s, tg_3s =  73.21 t/s
2.17.253.200 I slot print_timing: id  2 | task 2224 | prompt eval time =     181.84 ms /    74 tokens (    2.46 ms per token,   406.95 tokens per second)
2.17.253.208 I slot print_timing: id  2 | task 2224 |        eval time =    4843.94 ms /   383 tokens (   12.65 ms per token,    79.07 tokens per second)
2.17.253.209 I slot print_timing: id  2 | task 2224 |       total time =    5025.77 ms /   457 tokens
2.17.253.210 I slot print_timing: id  2 | task 2224 |    graphs reused =        703
2.17.253.223 I slot print_timing: id  2 | task 2224 | draft acceptance = 0.91935 (  285 accepted /   310 generated), mean len =  4.65
2.17.253.274 I slot      release: id  2 | task 2224 | stop processing: n_tokens = 456, truncated = 0
2.17.264.629 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 162751898389
2.17.265.763 I slot launch_slot_: id  1 | task 2324 | processing task, is_child = 0
2.18.340.137 I slot print_timing: id  1 | task 2324 | prompt eval time =     413.20 ms /   373 tokens (    1.11 ms per token,   902.72 tokens per second)
2.18.340.144 I slot print_timing: id  1 | task 2324 |        eval time =     618.41 ms /    58 tokens (   10.66 ms per token,    93.79 tokens per second)
2.18.340.145 I slot print_timing: id  1 | task 2324 |       total time =    1031.61 ms /   431 tokens
2.18.340.146 I slot print_timing: id  1 | task 2324 |    graphs reused =        705
2.18.340.162 I slot print_timing: id  1 | task 2324 | draft acceptance = 0.94118 (   48 accepted /    51 generated), mean len =  5.80
2.18.340.240 I slot      release: id  1 | task 2324 | stop processing: n_tokens = 432, truncated = 0
2.56.892.923 I srv    operator(): operator(): cleaning up before exit...
